OncotreePrimaryDisease,Drug,F-statistic,p-value,Higher in,name,moa,target
Endometrial Carcinoma,BRD-K60287130-001-05-7::2.5::HTS,6.904184785464194,0.008834292448393581,Other Types,"5,7-dichlorokynurenic-acid",glutamate receptor antagonist,"GLRA2, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D"
Endometrial Carcinoma,BRD-K60446698-001-01-2::2.5::HTS,6.880233918393988,0.008953675490651309,Other Types,ONX-0914,proteasome inhibitor,
Endometrial Carcinoma,BRD-K62056274-332-01-8::2.5::HTS,5.040376928453014,0.025151143777839974,Endometrial Carcinoma,N-methylquipazine,serotonin receptor agonist,"HTR1A, HTR1D, HTR2A, HTR2B, HTR2C, HTR3A, HTR3B, HTR6, SLC6A4"
Endometrial Carcinoma,BRD-K62621335-001-01-7::2.5::HTS,5.046707344488066,0.025063033374188068,Other Types,SRPIN340,serine arginine protein kinase inhibitor,"SRPK1, SRPK2"
Endometrial Carcinoma,BRD-K62685538-001-01-7::2.5::HTS,6.488120580039979,0.011129935202789504,Other Types,triptorelin,gonadotropin releasing factor hormone receptor agonist,GNRHR
Endometrial Carcinoma,BRD-K62734952-001-01-0::2.5::HTS,14.990858362786563,0.00012096692921140898,Other Types,arglabin,farnesyltransferase inhibitor,"FNTA, NFKB1"
Endometrial Carcinoma,BRD-K63123526-001-01-2::2.5::HTS,5.454952132783741,0.019868881723316103,Endometrial Carcinoma,S-methylcysteine,,"CTSD, MGMT"
Endometrial Carcinoma,BRD-K64137799-003-02-5::2.5::HTS,5.361896632682038,0.020940492744732746,Other Types,2-methyl-5-hydroxytryptamine,serotonin receptor agonist,"HTR1B, HTR1D, HTR1E, HTR1F, HTR3A, HTR3B, HTR6"
Endometrial Carcinoma,BRD-K64538373-001-01-4::2.5::HTS,4.069193452123672,0.04415130820089084,Endometrial Carcinoma,Ro-4987655,MEK inhibitor,MAP2K1
Endometrial Carcinoma,BRD-K64755930-003-03-2::2.5::HTS,5.31378730635748,0.021520720065367902,Other Types,etazolate,phosphodiesterase inhibitor,"GABRB3, PDE4A"
Endometrial Carcinoma,BRD-K64800655-001-07-4::2.5::HTS,4.531035323932631,0.033719766775187926,Other Types,PHA-793887,CDK inhibitor,"CDK1, CDK2, CDK4, CDK5, CDK7, CDK9"
Endometrial Carcinoma,BRD-K65285700-001-02-3::2.5::HTS,5.080648764316992,0.024586398995851542,Other Types,GP1a,cannabinoid receptor agonist,CNR2
Endometrial Carcinoma,BRD-K65428967-001-08-4::2.5::HTS,4.522079033993994,0.03390314052545863,Other Types,cordycepin,DNA inhibitor,
Endometrial Carcinoma,BRD-K65781196-001-03-0::2.5::HTS,7.650352735453979,0.00586619618025908,Other Types,avanafil,phosphodiesterase inhibitor,PDE5A
Endometrial Carcinoma,BRD-K65924316-001-03-1::2.5::HTS,7.449213822574272,0.0065481520026984845,Other Types,serdemetan,MDM inhibitor,MDM2
Endometrial Carcinoma,BRD-K66175015-001-09-0::2.5::HTS,4.770549717961763,0.029375271869443532,Other Types,afatinib,EGFR inhibitor,"EGFR, ERBB2, ERBB4"
Endometrial Carcinoma,BRD-K68346641-001-01-4::2.5::HTS,8.172147021711035,0.004413968208940253,Other Types,amsacrine,topoisomerase inhibitor,"KCNH2, TOP2A"
Endometrial Carcinoma,BRD-K68997413-001-05-1::2.5::HTS,4.199030492396858,0.0409141841934424,Other Types,PF-3845,FAAH inhibitor,FAAH
Endometrial Carcinoma,BRD-K69608737-001-10-2::2.5::HTS,9.258920990611355,0.002453396925995614,Other Types,tacrolimus,calcineurin inhibitor,FKBP1A
Endometrial Carcinoma,BRD-K69776681-001-03-8::2.5::HTS,6.066147508200434,0.014079501716482905,Other Types,volasertib,PLK inhibitor,PLK1
Endometrial Carcinoma,BRD-K69907333-001-10-6::2.5::HTS,4.254162278904417,0.03964278965401943,Other Types,flurbiprofen-(S)-(+),cyclooxygenase inhibitor,"PTGS1, PTGS2"
Endometrial Carcinoma,BRD-K71480163-001-01-4::2.5::HTS,16.511108638910688,5.5278777904424675e-05,Other Types,GDC-0068,AKT inhibitor,"AKT1, AKT2, AKT3, PRKG1"
Endometrial Carcinoma,BRD-K72005722-001-01-2::2.5::HTS,6.852275130131307,0.009092235336983306,Other Types,VT-464,cytochrome P450 inhibitor,CYP17A1
Endometrial Carcinoma,BRD-K72420232-001-12-3::2.5::HTS,5.7320035177117425,0.016989935135770746,Other Types,WZ-4002,EGFR inhibitor,"EGFR, ERBB2"
Endometrial Carcinoma,BRD-K72723676-003-17-8::2.5::HTS,6.691504761202568,0.009939723838510115,Other Types,benzethonium,sodium channel blocker,SCN10A
Endometrial Carcinoma,BRD-K72726508-001-02-1::2.5::HTS,5.481028437173974,0.019577554993760366,Endometrial Carcinoma,arcyriaflavin-a,CDK inhibitor,"CCND1, CDK4"
Endometrial Carcinoma,BRD-K72827473-001-01-0::2.5::HTS,4.546690438202696,0.03341686800706623,Endometrial Carcinoma,CEP-37440,ALK tyrosine kinase receptor inhibitor,ALK
Endometrial Carcinoma,BRD-K72951360-001-01-4::2.5::HTS,8.337663326726704,0.0040347954583547984,Other Types,valrubicin,"DNA inhibitor, topoisomerase inhibitor",TOP2A
Endometrial Carcinoma,BRD-K73293050-001-03-1::2.5::HTS,8.182271598164442,0.004389762049382024,Other Types,WZ-3146,EGFR inhibitor,EGFR
Endometrial Carcinoma,BRD-K73700643-001-11-2::2.5::HTS,5.899904125414634,0.015454200621191386,Other Types,N-acetyltryptamine,melatonin receptor agonist,
Endometrial Carcinoma,BRD-K73982490-001-02-9::2.5::HTS,5.652650413839353,0.01776864298544769,Other Types,BI-78D3,JNK inhibitor,MAPK8
Endometrial Carcinoma,BRD-K74195153-050-12-1::2.5::HTS,4.477108329457214,0.03479890618932824,Other Types,irsogladine,phosphodiesterase inhibitor,PDE4A
Endometrial Carcinoma,BRD-K75615183-300-03-9::2.5::HTS,9.750752405241517,0.0018855675126389052,Other Types,talipexole,"adrenergic receptor agonist, dopamine receptor agonist","ADRA2A, DRD2, HTR3A"
Endometrial Carcinoma,BRD-K76011241-001-01-8::2.5::HTS,5.946146799830128,0.015060337727552813,Other Types,oseltamivir-phosphate,neuraminidase inhibitor,"CES1, NEU1, NEU2"
Endometrial Carcinoma,BRD-K76406695-001-02-9::2.5::HTS,8.919661667469061,0.002945043985761664,Other Types,CCT128930,AKT inhibitor,"PKIA, PRKACA"
Endometrial Carcinoma,BRD-K77625799-001-07-7::2.5::HTS,4.988677326436955,0.025906439107499835,Other Types,vandetanib,"EGFR inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor","EGFR, EPHA1, EPHA10, EPHA2, EPHA3, EPHA4, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB3, EPHB4, EPHB6, ERBB2, ERBB3, ERBB4, FLT1, FLT4, KDR, PTK6, RET, SRC, TEK, VEGFA"
Endometrial Carcinoma,BRD-K79145749-003-02-2::2.5::HTS,5.351877099080718,0.02107055920718861,Other Types,dibenzepine,norepinephrine reputake inhibitor,
Endometrial Carcinoma,BRD-K79239947-001-06-8::2.5::HTS,6.953826738652733,0.008598779411804312,Other Types,PF-573228,focal adhesion kinase inhibitor,"CDK1, CDK2, CDK7, GSK3B, IKBKB"
Endometrial Carcinoma,BRD-K79259477-001-04-9::2.5::HTS,4.453820177072353,0.03526607494208188,Other Types,NVP-BHG712,ephrin inhibitor,EPHB4
Endometrial Carcinoma,BRD-K79612754-001-19-1::2.62::HTS,5.825506229639141,0.016134788606392142,Other Types,inosine,neurotrophic agent,"PARP1, PNP"
Endometrial Carcinoma,BRD-K79633074-001-01-8::2.5::HTS,4.7897186966942185,0.029040937177659622,Other Types,xilobam,,
Endometrial Carcinoma,BRD-K79966802-034-01-2::2.5::HTS,4.0954332540014065,0.04347614054937497,Other Types,rivanicline,acetylcholine receptor agonist,"CHRNA4, CHRNB2, CXCL8"
Endometrial Carcinoma,BRD-K80725821-300-02-9::2.5::HTS,5.703001538361727,0.01726692461417238,Endometrial Carcinoma,RS-16566,serotonin receptor antagonist,
Endometrial Carcinoma,BRD-K81197548-003-01-4::2.5::HTS,4.778720817803633,0.029228310125349703,Other Types,NSC-632839,ubiquitin specific protease inhibitor,"SENP2, USP1, USP2, USP7"
Endometrial Carcinoma,BRD-K81418486-001-47-5::2.5::HTS,5.148419658009348,0.023670221875371756,Other Types,vorinostat,HDAC inhibitor,"HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC5, HDAC6, HDAC8, HDAC9"
Endometrial Carcinoma,BRD-K81623406-004-08-3::2.5::HTS,5.035665380157727,0.02522535255051754,Other Types,EIT-hydrobromide,nitric oxide synthase inhibitor,"NOS2, NOS3"
Endometrial Carcinoma,BRD-K83257731-003-23-5::2.5::HTS,8.553674842052141,0.00358838581626683,Other Types,chloropyramine,histamine receptor antagonist,HRH1
Endometrial Carcinoma,BRD-K83508485-001-02-7::2.5::HTS,9.397007453648724,0.002280877758872131,Other Types,FK-888,tachykinin antagonist,"TACR1, TACR2"
Endometrial Carcinoma,BRD-K83597974-003-22-2::2.5::HTS,3.9249699287585695,0.04808180453530072,Endometrial Carcinoma,pargyline,monoamine oxidase inhibitor,"MAOA, MAOB"
Endometrial Carcinoma,BRD-K84544951-236-01-0::2.5::HTS,4.566887496189083,0.033029110066987236,Endometrial Carcinoma,sodium-tetradecyl-sulfate,,"PROC, PROS1"
Endometrial Carcinoma,BRD-K85066592-001-01-6::2.5::HTS,4.85437186074955,0.027989956342063593,Other Types,gly-gln,,
Endometrial Carcinoma,BRD-K85333151-003-13-4::2.5::HTS,4.975726178123892,0.026116167629077893,Endometrial Carcinoma,ramifenazone,cyclooxygenase inhibitor,
Endometrial Carcinoma,BRD-K85757157-001-01-7::2.5::HTS,4.497481584826474,0.034385263800774876,Endometrial Carcinoma,nifursol,bacterial DNA inhibitor,
Endometrial Carcinoma,BRD-K86344238-003-04-6::2.5::HTS,4.434710551912342,0.03565971910491656,Other Types,linsidomine,nitric oxide donor,
Endometrial Carcinoma,BRD-K86816506-001-01-8::2.5::HTS,7.232426667351364,0.007382862771323622,Other Types,PF-04457845,FAAH inhibitor,FAAH
Endometrial Carcinoma,BRD-K86930074-001-05-0::2.5::HTS,8.52933692500499,0.0036390808934524763,Other Types,cediranib,"KIT inhibitor, VEGFR inhibitor","CSF1R, FLT1, FLT3, FLT4, KDR, KIT, PDGFRA, PDGFRB"
Endometrial Carcinoma,BRD-K87112191-001-04-5::2.5::HTS,4.000775047220918,0.0459617495942429,Other Types,PP242,mTOR inhibitor,"MTOR, PASK"
Endometrial Carcinoma,BRD-K87782578-001-01-4::2.5::HTS,4.2496513646811716,0.039720198522391274,Other Types,AVL-292,Bruton's tyrosine kinase (BTK) inhibitor,"BTK, YES1"
Endometrial Carcinoma,BRD-K88677950-001-03-9::2.5::HTS,4.4311399796829845,0.03573537661236105,Endometrial Carcinoma,PD-198306,"MAP kinase inhibitor, MEK inhibitor","MAP2K1, MAP2K2"
Endometrial Carcinoma,BRD-K89208535-051-01-5::2.5::HTS,4.023603761108858,0.04534908668123244,Endometrial Carcinoma,indacaterol,adrenergic receptor agonist,"ADRB1, ADRB2"
Endometrial Carcinoma,BRD-K90647725-001-07-3::2.5::HTS,7.623235142102156,0.005963364866485741,Other Types,oleanolic-acid,G protein-coupled receptor agonist,GPBAR1
Endometrial Carcinoma,BRD-K91188791-001-18-3::2.5::HTS,6.595270911873893,0.010483634195163289,Endometrial Carcinoma,aloxistatin,protease inhibitor,CTSG
Endometrial Carcinoma,BRD-K91699951-001-10-2::2.5::HTS,5.932375740541198,0.015177752957633182,Other Types,benzonatate,local anesthetic,SCN5A
Endometrial Carcinoma,BRD-K92838188-001-01-9::2.5::HTS,7.1494632967692295,0.00771872041360906,Other Types,rifaximin,RNA synthesis inhibitor,NR1I2
Endometrial Carcinoma,BRD-K93632104-001-18-0::2.5::HTS,4.951568105594426,0.02646668579420458,Other Types,sodium-salicylate,prostanoid receptor antagonist,"ASIC3, PTGS1, PTGS2"
Endometrial Carcinoma,BRD-K94176593-001-09-4::2.5::HTS,6.228585984761482,0.012860129242907067,Other Types,TWS-119,glycogen synthase kinase inhibitor,"GSK3B, JUN, MYC"
Endometrial Carcinoma,BRD-K94266545-001-24-1::2.5::HTS,4.09228804216159,0.043555635094616185,Endometrial Carcinoma,ronidazole,antiprotozoal agent,
Endometrial Carcinoma,BRD-K95237249-001-26-5::2.5::HTS,4.562049608449014,0.033120968954331094,Other Types,probenecid,uricosuric blocker,"PANX1, SLC22A11, SLC22A6, SLC22A8, SLCO1C1"
Endometrial Carcinoma,BRD-K95573441-001-01-2::2.5::HTS,3.9396883409213763,0.047647879595787694,Other Types,PFK-015,phosphofructokinase inhibitor,PFKFB3
Endometrial Carcinoma,BRD-K96159438-001-06-3::2.5::HTS,5.047527163232428,0.02505553711056759,Endometrial Carcinoma,adefovir-dipivoxil,DNA polymerase inhibitor,
Endometrial Carcinoma,BRD-K96615647-001-01-2::2.5::HTS,8.419468019699027,0.0038577198428118567,Endometrial Carcinoma,AV-608,tachykinin antagonist,TACR1
Endometrial Carcinoma,BRD-K97056771-001-13-1::2.5::HTS,5.814543116241759,0.01621387563558608,Other Types,GNF-2,Bcr-Abl kinase inhibitor,"ABL1, BCR"
Endometrial Carcinoma,BRD-K97061094-001-21-4::2.63::HTS,10.882767682720559,0.001038032307563215,Other Types,azacyclonol,histamine receptor antagonist,HRH1
Endometrial Carcinoma,BRD-K97764662-001-17-3::2.5::HTS,7.955059205951425,0.004967126350154923,Other Types,PD-173074,"FGFR inhibitor, VEGFR inhibitor","FGFR1, FGFR2, FGFR3, FGFR4, FLT1, FLT4, KDR, PDGFRA, PDGFRB"
Endometrial Carcinoma,BRD-K99023089-001-03-7::2.5::HTS,17.294076226481796,3.705128063643929e-05,Other Types,AZD5363,AKT inhibitor,"AKT1, AKT2, AKT3"
Endometrial Carcinoma,BRD-K99545815-001-06-3::2.5::HTS,6.4352628078119585,0.011457040755029452,Other Types,PF-562271,focal adhesion kinase inhibitor,"PTK2, PTK2B"
Endometrial Carcinoma,BRD-K99984802-100-13-5::2.5::HTS,4.871701941014675,0.02770683357277964,Other Types,flunixin-meglumin,prostanoid receptor antagonist,
Endometrial Carcinoma,BRD-U48018661-000-01-9::2.5::HTS,6.216894733156469,0.012942261775524192,Other Types,tyloxapol,NFkB pathway inhibitor,"LPL, NFKB2"
Endometrial Carcinoma,BRD-A44511856-001-01-4::2.499987042::MTS004,5.518894755778146,0.019172819703151524,Other Types,ginsenoside-rg3,"angiogenesis inhibitor, apoptosis stimulant",KCNH2
Endometrial Carcinoma,BRD-A59961917-001-01-0::2.5::MTS004,10.638025823043078,0.0011780559312436958,Other Types,BQ-123,endothelin receptor antagonist,EDNRA
Endometrial Carcinoma,BRD-A73679382-236-01-8::2.499981367::MTS004,4.033709909003559,0.04509809511714986,Endometrial Carcinoma,MK-571,leukotriene receptor antagonist,"ABCC2, CYSLTR1"
Endometrial Carcinoma,BRD-A78277353-001-01-9::2.492599937::MTS004,4.104761404243019,0.04325466919456978,Other Types,metazosin,adrenergic receptor antagonist,ADRA1A
Endometrial Carcinoma,BRD-K03165895-001-01-9::2.499970324::MTS004,8.972787861283049,0.0028662977181224372,Other Types,elafibranor,PPAR receptor agonist,"PPARA, PPARD"
Endometrial Carcinoma,BRD-K03765900-001-01-9::2.499986292::MTS004,4.790407583750006,0.029047785112176656,Other Types,XL-647,"EGFR inhibitor, VEGFR inhibitor","EGFR, EPHB4, ERBB2, FLT4, KDR"
Endometrial Carcinoma,BRD-K04701033-001-04-7::2.499987566::MTS004,4.7291166506480495,0.03009025797781849,Other Types,VE-822,ATR kinase inhibitor,"ATM, ATR, MTOR, PIK3CG"
Endometrial Carcinoma,BRD-K06328344-015-01-7::2.500004254::MTS004,4.703686714207393,0.03053535664459283,Other Types,bremelanotide,melanocortin receptor agonist,"MC1R, MC2R, MC3R, MC4R, MC5R"
Endometrial Carcinoma,BRD-K06467130-304-02-7::2.5::MTS004,6.5730418212697055,0.010623501121227634,Other Types,CL316243,adrenergic receptor agonist,"ADRB3, UCP1, UCP2, UCP3"
Endometrial Carcinoma,BRD-K07785030-001-01-6::2.29884119::MTS004,4.250448576726218,0.039718856636717294,Other Types,7-keto-DHEA,steroid,
Endometrial Carcinoma,BRD-K09436144-001-01-7::2.487366457::MTS004,5.885893517962007,0.015590364019189689,Other Types,YM022,CCK receptor antagonist,CCKBR
Endometrial Carcinoma,BRD-K10995081-001-27-9::2.316458322::MTS004,4.891979431968816,0.027400431183836654,Other Types,perphenazine,dopamine receptor antagonist,"CALM1, DRD1, DRD2, HRH1, HTR2A, HTR2C, HTR6, HTR7"
Endometrial Carcinoma,BRD-K12261274-001-02-4::2.499953183::MTS004,4.767936535852208,0.02942582410483646,Other Types,zaltidine,histamine receptor antagonist,HRH2
Endometrial Carcinoma,BRD-K16180792-001-01-7::2.5::MTS004,19.33485187679592,1.3219422171419886e-05,Other Types,bis(maltolato)oxovanadium(IV),tyrosine phosphatase inhibitor,PTPN1
Endometrial Carcinoma,BRD-K32842773-434-01-8::2.5::MTS004,4.157796487092292,0.0419305798771076,Endometrial Carcinoma,pemetrexed,"dihydrofolate reductase inhibitor, thymidylate synthase inhibitor","ATIC, DHFR, GART, TYMS"
Endometrial Carcinoma,BRD-K35882976-001-04-7::2.444346727::MTS004,6.210646822529468,0.012997736696976625,Other Types,mitoflaxone,antitumor agent,VWF
Endometrial Carcinoma,BRD-K38168441-001-03-7::2.422985058::MTS004,5.046430061260256,0.025081549020612617,Other Types,dabigatran,thrombin inhibitor,F2
Endometrial Carcinoma,BRD-K46862739-001-14-3::2.499952208::MTS004,4.451161156633127,0.03533871751194972,Other Types,metyrapone,cytochrome P450 inhibitor,CYP11B1
Endometrial Carcinoma,BRD-K52914072-001-01-5::2.5::MTS004,5.508619003704339,0.019283931169720474,Other Types,LTA,,
Endometrial Carcinoma,BRD-K58810291-001-16-2::2.564588683::MTS004,4.537080703630043,0.03362039530611202,Other Types,clobetasone-butyrate,corticosteroid agonist,NR3C1
Endometrial Carcinoma,BRD-K64034691-001-01-9::2.499981916::MTS004,8.047997530959831,0.004727123436366684,Other Types,acalabrutinib,Bruton's tyrosine kinase (BTK) inhibitor,BTK
Endometrial Carcinoma,BRD-K71026158-304-01-0::2.397404387::MTS004,4.600435489070358,0.032410152668110113,Other Types,carumonam,bacterial cell wall synthesis inhibitor,
Endometrial Carcinoma,BRD-K74236984-001-04-8::2.5::MTS004,4.581999305218494,0.03275838556751393,Other Types,UNC0321,histone lysine methyltransferase inhibitor,EHMT2
Endometrial Carcinoma,BRD-K76594255-001-01-6::2.5000235::MTS004,5.596365157530188,0.018351384235899642,Other Types,maropitant,neurokinin receptor antagonist,TACR1
Endometrial Carcinoma,BRD-K79710622-001-02-9::2.5::MTS004,4.029685768435421,0.04520588053666488,Other Types,GKT137831,NADPH oxidase inhibitor,"NOX1, NOX4"
Endometrial Carcinoma,BRD-K84868168-001-01-0::2.500006364::MTS004,3.93809926711859,0.047711664715900264,Other Types,erdafitinib,FGFR inhibitor,"FGFR1, FGFR2, FGFR3, FGFR4"
Endometrial Carcinoma,BRD-K87573013-001-01-0::2.5::MTS004,4.020413908891244,0.045452178567829515,Other Types,CL-225385,,
Endometrial Carcinoma,BRD-K89085489-001-23-2::2.499967871::MTS004,4.384355833842606,0.036736752992202415,Other Types,fenretinide,"apoptosis stimulant, retinoid receptor agonist",RARA
Endometrial Carcinoma,BRD-K92490248-001-06-6::2.500037393::MTS004,4.89057277426779,0.027422556399122902,Other Types,anethole-trithione,glutathione transferase stimulant,
Endometrial Carcinoma,BRD-K96874295-015-01-0::2.500009134::MTS004,7.015406003032907,0.008318041941834529,Other Types,gonadorelin,gonadotropin releasing factor hormone receptor agonist,"GNRHR, GNRHR2"
Endometrial Carcinoma,BRD-K99199077-001-16-1::2.603211317::MTS004,4.370331673059656,0.03703773190621579,Other Types,hydrocortisone-butyrate,glucocorticoid receptor agonist,NR3C1
Intraductal Papillary Neoplasm of the Bile Duct,BRD-A00520476-001-07-4::2.5::HTS,4.605187490309317,0.0323068048745599,Intraductal Papillary Neoplasm of the Bile Duct,otenzepad,acetylcholine receptor antagonist,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5"
Intraductal Papillary Neoplasm of the Bile Duct,BRD-A00546892-001-02-6::2.5::HTS,5.247792233376475,0.02234727533907062,Intraductal Papillary Neoplasm of the Bile Duct,biperiden,acetylcholine receptor antagonist,"CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA2"
Intraductal Papillary Neoplasm of the Bile Duct,BRD-A01493904-003-12-1::2.5::HTS,4.311756489763325,0.0383061789273675,Intraductal Papillary Neoplasm of the Bile Duct,WB-4101,adrenergic receptor antagonist,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, HTR1A"
Intraductal Papillary Neoplasm of the Bile Duct,BRD-A07207424-001-13-2::2.5::HTS,5.663503731944027,0.017654118438077064,Other Types,Ro-20-1724,phosphodiesterase inhibitor,"PDE3A, PDE4A, PDE4B, PDE4C, PDE4D"
Intraductal Papillary Neoplasm of the Bile Duct,BRD-A08187463-001-12-9::2.5::HTS,5.52781930880897,0.019075609659016706,Intraductal Papillary Neoplasm of the Bile Duct,racecadotril,enkephalinase inhibitor,MME
Intraductal Papillary Neoplasm of the Bile Duct,BRD-A08840375-001-01-3::2.5::HTS,5.008402670143028,0.025626996573243504,Intraductal Papillary Neoplasm of the Bile Duct,CID-5458317,MAP kinase phosphatase inhibitor,MAPK3
Intraductal Papillary Neoplasm of the Bile Duct,BRD-A09467419-003-22-4::2.5::HTS,4.423190823054228,0.03591662544775582,Other Types,mebeverine,acetylcholine receptor antagonist,CHRM1
Intraductal Papillary Neoplasm of the Bile Duct,BRD-A09722536-002-18-0::2.5::HTS,6.9322375534695535,0.008700581378190334,Intraductal Papillary Neoplasm of the Bile Duct,cyclophosphamide,DNA alkylating agent,"CYP2A6, CYP2B6, CYP2C18, CYP2C19, CYP2C8, CYP2C9, CYP2D6, CYP3A4, CYP3A5, CYP3A7"
Intraductal Papillary Neoplasm of the Bile Duct,BRD-A09735281-001-02-5::2.5::HTS,5.012638008517076,0.025554892482788857,Intraductal Papillary Neoplasm of the Bile Duct,boceprevir,HCV inhibitor,"CMA1, CTSA, CTSF, CTSK, CTSL, CTSS"
Intraductal Papillary Neoplasm of the Bile Duct,BRD-A12077521-003-01-5::2.5::HTS,3.87258877199293,0.049592975131494216,Intraductal Papillary Neoplasm of the Bile Duct,cefepime,bacterial cell wall synthesis inhibitor,
Intraductal Papillary Neoplasm of the Bile Duct,BRD-A13561534-003-02-0::2.5::HTS,4.13430139947681,0.0425220197813601,Other Types,ornithine,NFkB pathway modulator,"ARG1, ARG2, GATM, GPRC6A, OAT, OAZ1, OAZ2, OAZ3, OTC, SLC25A15, SLC25A2, SLC7A1, SLC7A2, SLC7A3, SLC7A4"
Intraductal Papillary Neoplasm of the Bile Duct,BRD-A13964793-001-02-6::2.5::HTS,4.545523072846153,0.033441814477559215,Intraductal Papillary Neoplasm of the Bile Duct,TC1,beta-secretase inhibitor,BACE1
Intraductal Papillary Neoplasm of the Bile Duct,BRD-A15415227-003-02-9::2.5::HTS,4.572048935388381,0.0329282648437763,Other Types,GW-1929,PPAR receptor agonist,PPARG
